02/24/20 00:00	0	0		
02/25/20 00:00	18	18		
02/26/20 00:00	20	2		
02/27/20 00:00	72	52	76	29.8571428571429
02/28/20 00:00	103	31	110.714285714286	34.7142857142857
02/29/20 00:00	110	7	161.285714285714	50.5714285714286
03/01/20 00:00	209	99	218.857142857143	57.5714285714286
03/02/20 00:00	243	34	285.285714285714	66.4285714285714
03/03/20 00:00	372	129	359.571428571429	74.2857142857143
03/04/20 00:00	423	51	452.571428571429	93
03/05/20 00:00	537	114	565.142857142857	112.571428571429
03/06/20 00:00	623	86	708.285714285714	143.142857142857
03/07/20 00:00	761	138	865.428571428572	157.142857142857
03/08/20 00:00	997	236	1064.28571428571	198.857142857143
03/09/20 00:00	1245	248	1292.71428571429	228.428571428571
03/10/20 00:00	1472	227	1542	249.285714285714
03/11/20 00:00	1815	343	1842.42857142857	300.428571428571
03/12/20 00:00	2136	321	2188	345.571428571429
03/13/20 00:00	2368	232	2547.28571428571	359.285714285714
03/14/20 00:00	2864	496	2907.42857142857	360.142857142857
03/15/20 00:00	3416	552	3263.14285714286	355.714285714286
03/16/20 00:00	3760	344	3621.57142857143	358.428571428571
03/17/20 00:00	3993	233	4019.57142857143	398
03/18/20 00:00	4305	312	4448.85714285714	429.285714285714
03/19/20 00:00	4645	340	4848.85714285714	400
03/20/20 00:00	5154	509	5236.14285714286	387.285714285714
03/21/20 00:00	5869	715	5626.85714285714	390.714285714286
03/22/20 00:00	6216	347	6022.14285714286	395.285714285714
03/23/20 00:00	6471	255	6424	401.857142857143
03/24/20 00:00	6728	257	6839.14285714286	415.142857142857
03/25/20 00:00	7072	344	7193.42857142857	354.285714285714
03/26/20 00:00	7458	386	7523.57142857143	330.142857142857
03/27/20 00:00	8060	602	7836.85714285714	313.285714285714
03/28/20 00:00	8349	289	8133.28571428571	296.428571428571
03/29/20 00:00	8527	178	8414.28571428571	281
03/30/20 00:00	8664	137	8659	244.714285714286
03/31/20 00:00	8803	139	8838.28571428571	179.285714285714
04/01/20 00:00	9039	236	9015.28571428571	177
04/02/20 00:00	9171	132	9184.57142857143	169.285714285714
04/03/20 00:00	9315	144	9349	164.428571428571
04/04/20 00:00	9588	273	9501.14285714286	152.142857142857
04/05/20 00:00	9712	124	9628.57142857143	127.428571428571
04/06/20 00:00	9815	103	9753.14285714286	124.571428571429
04/07/20 00:00	9868	53	9872.57142857143	119.428571428571
04/08/20 00:00	9931	63	9968.28571428571	95.7142857142857
04/09/20 00:00	10043	112	10053.5714285714	85.2857142857143
04/10/20 00:00	10151	108	10135.8571428571	82.2857142857143
04/11/20 00:00	10258	107	10215.5714285714	79.7142857142857
04/12/20 00:00	10309	51	10292.8571428571	77.2857142857143
04/13/20 00:00	10391	82	10360.7142857143	67.8571428571429
04/14/20 00:00	10426	35	10423.4285714286	62.7142857142857
04/15/20 00:00	10472	46	10476.4285714286	53
04/16/20 00:00	10518	46	10530.7142857143	54.2857142857143
04/17/20 00:00	10590	72	10580.2857142857	49.5714285714286
04/18/20 00:00	10629	39	10632	51.7142857142857
04/19/20 00:00	10689	60	10685.7142857143	53.7142857142857
04/20/20 00:00	10738	49	10746.8571428571	61.1428571428572
04/21/20 00:00	10788	50	10805.7142857143	58.8571428571429
04/22/20 00:00	10848	60	10865.4285714286	59.7142857142857
04/23/20 00:00	10946	98	10926	60.5714285714286
04/24/20 00:00	11002	56	10984.8571428571	58.8571428571429
04/25/20 00:00	11047	45	11043.1428571429	58.2857142857143
04/26/20 00:00	11113	66	11106.4285714286	63.2857142857143
04/27/20 00:00	11150	37	11158.8571428571	52.4285714285714
04/28/20 00:00	11196	46	11210	51.1428571428572
04/29/20 00:00	11291	95	11259.5714285714	49.5714285714286
04/30/20 00:00	11313	22	11308.1428571429	48.5714285714286
05/01/20 00:00	11360	47	11363.5714285714	55.4285714285714
05/02/20 00:00	11394	34	11414.1428571429	50.5714285714286
05/03/20 00:00	11453	59	11456.4285714286	42.2857142857143
05/04/20 00:00	11538	85	11500.5714285714	44.1428571428571
05/05/20 00:00	11550	12	11545	44.4285714285714
05/06/20 00:00	11587	37	11591.1428571429	46.1428571428572
05/07/20 00:00	11622	35	11632.2857142857	41.1428571428572
05/08/20 00:00	11671	49	11668.4285714286	36.1428571428571
05/09/20 00:00	11717	46	11774.7142857143	106.285714285714
05/10/20 00:00	11741	24	11879.1428571429	104.428571428571
05/11/20 00:00	11791	50	11982.7142857143	103.571428571429
05/12/20 00:00	12294	503	12082.7142857143	100
05/13/20 00:00	12318	24	12179.8571428571	97.1428571428571
05/14/20 00:00	12347	29	12280.1428571429	100.285714285714
05/15/20 00:00	12371	24	12376.1428571429	96
05/16/20 00:00	12397	26	12420.8571428571	44.7142857142857
05/17/20 00:00	12443	46	12465.8571428571	45
05/18/20 00:00	12463	20	12513.5714285714	47.7142857142857
05/19/20 00:00	12607	144	12565.1428571429	51.5714285714286
05/20/20 00:00	12633	26	12627.5714285714	62.4285714285714
05/21/20 00:00	12681	48	12693.7142857143	66.1428571428571
05/22/20 00:00	12732	51	12763.8571428571	70.1428571428571
05/23/20 00:00	12834	102	12816.7142857143	52.8571428571429
05/24/20 00:00	12906	72	12894.1428571429	77.4285714285714
05/25/20 00:00	12954	48	12974.5714285714	80.4285714285714
05/26/20 00:00	12977	23	13056	81.4285714285714
05/27/20 00:00	13175	198	13125.8571428571	69.8571428571429
05/28/20 00:00	13244	69	13191.5714285714	65.7142857142857
05/29/20 00:00	13302	58	13251.5714285714	60
05/30/20 00:00	13323	21	13310.2857142857	58.7142857142857
